subjects,train_losses_last,train_accs_last,valid_losses_last,valid_accs_last,train_losses_best,train_accs_best,valid_losses_best,valid_accs_best
2,0.421392743786176,85.62691131498471,1.3493224382400513,80.85106382978722,0.7767629623413086,56.88073394495413,0.5563451051712036,76.59574468085107
3,0.40130501240491867,78.17460317460318,0.29725149273872375,88.88888888888889,0.4410512447357178,69.84126984126983,0.21997684240341187,94.44444444444444
4,0.3701182961463928,75.57755775577559,0.7130134701728821,90.69767441860465,0.6145641207695007,75.24752475247524,0.4619455933570862,79.06976744186046
5,0.3571236252784729,84.15841584158416,0.7043813467025757,90.69767441860465,0.505634468793869,71.61716171617162,0.4680280387401581,81.3953488372093
6,0.30335477491219837,79.8941798941799,0.95175701379776,85.18518518518519,0.4709351311127345,76.19047619047619,0.42706871032714844,81.48148148148148
7,0.37424038350582123,79.76190476190477,1.1600064039230347,88.88888888888889,0.6258197724819183,73.80952380952381,0.6899299621582031,77.77777777777779
8,0.3197823643684387,67.98679867986799,1.2830111980438232,76.74418604651163,0.5851155161857605,57.755775577557756,0.5173097252845764,81.3953488372093
9,0.36119071145852405,69.04761904761905,0.2095678597688675,88.88888888888889,0.42051757375399273,69.57671957671958,0.17781059443950653,88.88888888888889
10,0.3544170558452606,70.92511013215858,4.059627056121826,90.625,0.7955600023269653,70.92511013215858,0.7966972589492798,93.75
11,0.47267345786094667,80.14440433212997,0.27830469608306885,87.5,0.36870123744010924,79.06137184115524,0.26231062412261963,90.0
12,0.2826521545648575,84.42748091603053,1.0796372294425964,86.05385638297872,0.4934023916721344,75.1145038167939,0.26279766485095024,85.55518617021276
13,0.35884692271550495,77.24867724867724,0.1775570660829544,92.5925925925926,0.3441862463951111,75.92592592592592,0.17644242942333221,92.5925925925926
14,0.43638468214443754,74.44168734491315,1.3052165508270264,82.75862068965517,0.5675323392663684,71.712158808933,0.47275057435035706,82.75862068965517
15,0.33783480525016785,78.17460317460318,0.1960633546113968,91.66666666666666,0.4258301109075546,82.93650793650794,0.1124311164021492,94.44444444444444
16,0.4761197566986084,59.92779783393502,0.8969152569770813,85.0,0.6776724338531495,57.400722021660656,0.5386971831321716,72.5
17,0.37820595502853394,89.04428904428904,0.48942312598228455,91.80327868852459,0.5740953683853149,82.28438228438229,0.20466583967208862,91.80327868852459
18,0.4565805017948151,80.85808580858085,0.7166094779968262,86.04651162790698,0.5770347952842713,74.91749174917491,0.49456894397735596,83.72093023255815
19,0.36898113787174225,81.48148148148148,2.4283432960510254,79.62962962962963,0.7167080342769623,70.63492063492063,0.5005279779434204,87.03703703703704
20,0.3240755647420883,85.47854785478548,1.464786410331726,90.69767441860465,0.5436907529830932,71.94719471947195,0.42482754588127136,86.04651162790698
21,0.3825458064675331,71.42857142857143,0.960276186466217,83.33333333333334,0.5766850337386131,55.158730158730165,0.393432080745697,86.11111111111111
22,0.426608145236969,62.03966005665722,0.5028097629547119,86.0,0.36740025381247204,65.15580736543909,0.138754203915596,92.0
