subjects,train_losses_last,train_accs_last,valid_losses_last,valid_accs_last,train_losses_best,train_accs_best,valid_losses_best,valid_accs_best
2,0.03689847280475078,99.69418960244649,2.812116861343384,78.72340425531915,0.3825843868156274,85.01529051987767,0.49845463037490845,89.36170212765957
3,0.012335339139099233,100.0,0.697673499584198,91.66666666666666,0.16065944358706474,92.46031746031747,0.33134233951568604,86.11111111111111
4,0.00934899223539105,99.66996699669967,0.3000204265117645,95.34883720930233,0.0943598436191678,96.69966996699671,0.06726159900426865,97.67441860465115
5,0.00373559701256454,99.66996699669967,1.3888599872589111,90.69767441860465,0.18774038404226304,93.72937293729373,0.4127124547958374,83.72093023255815
6,0.01010835294922193,99.73544973544973,1.133647084236145,88.88888888888889,0.397962361574173,83.5978835978836,0.35482633113861084,88.88888888888889
7,0.006960539350984618,100.0,2.716776132583618,83.33333333333334,0.3840731307864189,84.92063492063492,0.755963146686554,69.44444444444444
8,0.010535596359113697,99.66996699669967,1.894707202911377,88.37209302325581,0.33878213763237,85.47854785478548,0.4164849519729614,90.69767441860465
9,0.013955739870046576,100.0,0.9236180186271667,90.74074074074075,0.26899827271699905,93.65079365079364,0.22898520529270172,90.74074074074075
10,0.010582440940197557,100.0,0.44440314173698425,96.875,0.01727527321781963,98.6784140969163,0.04927359148859978,96.875
11,0.019654993986478075,99.63898916967509,1.9398822784423828,82.5,0.5104276895523071,83.03249097472924,0.5260101556777954,82.5
12,0.026051158018824273,99.84732824427482,3.7453333139419556,88.14827127659575,0.29295827041972766,87.17557251908397,0.39181384444236755,85.27260638297872
13,0.00757757432499299,99.73544973544973,1.0963084697723389,88.88888888888889,0.18325425932804743,91.53439153439153,0.3564705550670624,85.18518518518519
14,0.006646942222297574,99.75186104218362,10.47331714630127,79.3103448275862,1.0767708761351449,31.76178660049628,0.969906210899353,62.06896551724138
15,0.0021650855051120743,99.20634920634922,0.00017226503405254334,100.0,0.0021650855051120743,99.20634920634922,0.00017226503405254334,100.0
16,0.005289084141440981,100.0,1.089739203453064,87.5,0.23526943624019622,89.89169675090253,0.4737478196620941,80.0
17,0.015468749296945004,99.76689976689977,0.9732893109321594,88.52459016393442,0.36627922313553946,86.24708624708624,0.2964961528778076,93.44262295081968
18,0.07551575840916484,99.33993399339934,1.6255453824996948,83.72093023255815,0.11221832558512687,95.37953795379538,0.37139132618904114,93.02325581395348
19,0.028232304922615487,99.20634920634922,1.6750739812850952,87.03703703703704,0.4031018267075221,85.97883597883597,0.32431119680404663,90.74074074074075
20,0.0038472043204819785,100.0,2.5955562591552734,79.06976744186046,0.19499276876449584,94.38943894389439,0.6461657881736755,81.3953488372093
21,0.010263562289765105,98.80952380952381,1.314773678779602,91.66666666666666,0.3542943261563778,87.3015873015873,0.24845845997333527,88.88888888888889
22,0.024019746022531763,99.71671388101983,1.07637357711792,90.0,0.10314142890274525,97.16713881019831,0.20601972937583923,90.0
23,0.004089027111907247,100.0,4.806612014770508,78.0,0.8528935213883718,69.40509915014165,0.6726717948913574,78.0
24,0.005705101491730602,100.0,0.9884594678878784,90.0,0.3040331959724426,90.61371841155234,0.22298750281333923,90.0
25,0.02272613798725485,99.50372208436724,0.616793155670166,93.10344827586206,0.0945305914751121,95.28535980148884,0.1650996208190918,94.82758620689656
26,0.004686078430268026,100.0,1.276833176612854,91.66666666666666,0.08643827866762877,98.4126984126984,0.3420489728450775,94.44444444444444
28,0.009350487773190252,100.0,6.9155189990997314,81.06617647058823,0.3551846332848072,85.80375782881002,0.28970269300043583,78.76838235294117
29,0.0011034263033837175,99.50372208436724,2.5641591548919678,87.93103448275862,0.42440768224852427,83.62282878411911,0.42277801036834717,81.03448275862068
30,0.016222058083144475,99.11894273127754,0.9424836039543152,87.5,0.3680844306945801,85.46255506607929,0.4405401945114136,81.25
31,0.0025142856997263153,99.84126984126985,2.805971145629883,82.51736111111111,0.5921507447957992,83.80952380952381,0.5052415430545807,83.07291666666667
32,0.006979318372941634,99.60317460317461,1.7245995998382568,88.88888888888889,0.28026285767555237,88.4920634920635,0.2622336745262146,88.88888888888889
33,0.0011904106146782094,99.73544973544973,2.4516022205352783,83.33333333333334,0.3160569916168849,85.71428571428571,0.3890981078147888,87.03703703703704
34,0.008697993429450435,100.0,0.27665725350379944,97.87234042553192,0.05513812989617387,96.63608562691131,0.0544535368680954,95.74468085106383
35,0.025024460385214876,99.85315712187959,0.661892756819725,91.97003865979381,0.2999491041356867,87.95888399412628,0.21085603162646294,89.62628865979381
36,0.0011935830174479634,99.63898916967509,0.6263439655303955,90.0,0.01300679799169302,98.91696750902527,0.18431995809078217,92.5
37,0.018627656864850906,99.38837920489296,1.1709305047988892,82.97872340425532,0.05728969474633535,96.3302752293578,0.5044408440589905,82.97872340425532
38,0.0078896123172143,99.69418960244649,2.629917860031128,82.97872340425532,0.536648228764534,83.79204892966361,0.48247674107551575,85.1063829787234
39,0.009869139651917587,100.0,3.501192569732666,77.58620689655173,0.41093323060444426,87.09677419354838,0.6583831906318665,84.48275862068965
40,0.004543357179500163,99.76689976689977,1.6370129585266113,85.24590163934425,0.7332212669508797,74.82517482517483,0.6091818809509277,81.9672131147541
41,0.004046353258066422,100.0,4.666153430938721,82.0,1.21037624279658,26.912181303116146,1.0336062908172607,40.0
42,0.021232385654002428,99.75186104218362,2.5654547214508057,81.03448275862068,0.4261650059904371,83.12655086848635,0.43596890568733215,86.20689655172413
43,0.008038419862714363,100.0,0.4067773222923279,94.44444444444444,0.006506890582386404,99.20634920634922,0.2251356691122055,97.22222222222221
