subjects,train_losses_last,train_accs_last,valid_losses_last,valid_accs_last,train_losses_best,train_accs_best,valid_losses_best,valid_accs_best
2,0.018909237323290046,98.77675840978594,1.976401448249817,87.2340425531915,0.5006260375181834,82.26299694189603,0.6995956897735596,76.59574468085107
3,0.051945088896900415,99.60317460317461,3.7843127250671387,83.33333333333334,0.6070088148117065,67.46031746031747,0.6636514663696289,72.22222222222221
4,0.03217129446566105,98.67986798679867,2.363568067550659,93.02325581395348,0.4713263511657715,82.50825082508251,0.3557164669036865,90.69767441860465
5,0.07161760702729225,97.35973597359737,1.281728982925415,90.69767441860465,0.5735660314559936,68.31683168316832,0.4634518623352051,88.37209302325581
6,0.03988890915934462,98.94179894179894,1.5065033435821533,87.03703703703704,0.5681388278802236,79.36507936507937,0.34168943762779236,87.03703703703704
7,0.03790951054543257,98.80952380952381,2.455547571182251,91.66666666666666,0.41264601796865463,79.36507936507937,0.3058551251888275,91.66666666666666
8,0.001184538274537772,99.00990099009901,0.9501123428344727,88.37209302325581,0.29699469208717344,88.44884488448845,0.23639057576656342,90.69767441860465
9,0.056764941196888685,97.08994708994709,0.4895176589488983,98.14814814814815,0.11789729818701744,94.97354497354497,0.14620341360569,96.29629629629629
10,0.051190742931794375,98.6784140969163,0.21713338792324066,93.75,0.14629225432872772,95.15418502202643,0.19884662330150604,93.75
11,0.07084902375936508,99.63898916967509,2.433201551437378,77.5,0.9354983568191528,61.73285198555957,0.4264882206916809,87.5
12,0.06143427813764323,98.77862595419847,1.883771300315857,86.58577127659575,0.4212023507465016,78.01526717557252,0.40344205498695374,81.33311170212767
13,0.060577852341036,94.97354497354497,0.5054454207420349,92.5925925925926,0.21170166383186975,87.56613756613757,0.13808107376098633,96.29629629629629
14,0.025798658906881298,98.75930521091811,2.033076286315918,79.3103448275862,0.6274456126349313,70.22332506203473,0.6108015775680542,86.20689655172413
15,0.04259957931935787,96.03174603174604,1.9218603372573853,83.33333333333334,0.5858770310878754,78.17460317460318,0.552727460861206,72.22222222222221
16,0.03014026749879122,97.11191335740072,3.7186520099639893,87.5,0.613707286119461,75.09025270758123,0.4429153800010681,77.5
17,0.04997096290545804,98.13519813519814,0.8540670871734619,83.60655737704919,0.3219276177031653,84.61538461538461,0.24592655897140503,88.52459016393442
18,0.043513096123933795,98.01980198019803,1.903560757637024,86.04651162790698,0.38793206214904785,82.17821782178217,0.3188079297542572,88.37209302325581
19,0.06067429562487329,99.47089947089947,2.2230629920959473,90.74074074074075,0.38164928058783215,83.06878306878306,0.3538038730621338,88.88888888888889
20,0.0374948812648654,97.6897689768977,5.8057050704956055,74.4186046511628,0.5914044260978699,81.1881188118812,0.8415758609771729,72.09302325581395
21,0.05186678748577833,97.61904761904762,3.4439280033111572,75.0,0.8409406691789627,61.50793650793651,0.6864065527915955,77.77777777777779
22,0.04959263248989979,97.16713881019831,1.0043919086456299,88.0,0.14256028831005096,91.5014164305949,0.2844393253326416,88.0
23,0.04129912859449784,99.15014164305948,2.477220058441162,82.0,0.503532275557518,81.30311614730878,0.5152590274810791,82.0
24,0.05371455401182175,96.75090252707581,0.1865585297346115,97.5,0.14809862226247789,93.14079422382672,0.05147235468029976,100.0
25,0.1059287664081369,93.30024813895783,1.9630225896835327,89.65517241379311,0.4415261745452881,77.91563275434244,0.4903639853000641,81.03448275862068
26,0.017357817385345697,93.25396825396825,1.4154716730117798,86.11111111111111,0.20457704365253448,89.28571428571429,0.5409051775932312,83.33333333333334
28,0.026402914852951653,98.74739039665971,6.4802703857421875,76.51654411764706,0.42597596347332,83.50730688935282,0.3392568565905094,77.25183823529412
29,0.03833515742527587,97.51861042183623,2.990030527114868,87.93103448275862,0.6386766263416835,77.91563275434244,0.5630560517311096,82.75862068965517
30,0.02556759718572721,97.79735682819384,1.4351887702941895,90.625,0.47193555533885956,82.37885462555066,0.22360628843307495,96.875
31,0.01769607183523476,99.20634920634922,6.736182451248169,77.72569444444444,0.7886553168296814,75.23809523809524,0.5111202746629715,83.62847222222223
32,0.028834125376306474,96.42857142857143,3.457392930984497,80.55555555555556,0.501729242503643,83.33333333333334,0.5210340023040771,80.55555555555556
33,0.03376442310400307,99.20634920634922,2.440410852432251,90.74074074074075,0.43936019639174145,83.5978835978836,0.39818450808525085,87.03703703703704
34,0.03001550810900729,99.38837920489296,0.763221263885498,89.36170212765957,0.09412506936738889,99.08256880733946,0.3404540717601776,91.48936170212765
35,0.034115597288208926,99.26578560939795,2.0556779205799103,81.08086340206185,0.5370443084023215,81.20411160058737,0.4746718406677246,78.48743556701031
36,0.16944999098777772,96.75090252707581,0.9188793301582336,92.5,0.6238453149795532,67.87003610108303,0.4630514681339264,87.5
37,0.05207302514463663,97.55351681957187,0.9728272557258606,85.1063829787234,0.3982504258553187,82.56880733944955,0.4289388060569763,85.1063829787234
38,0.036017634595225445,96.63608562691131,0.9804324507713318,91.48936170212765,0.04772842588742302,96.94189602446484,0.3270059823989868,95.74468085106383
39,0.03308963429714952,98.75930521091811,3.9420387744903564,82.75862068965517,0.6236129786287036,81.6377171215881,0.6880735158920288,75.86206896551724
40,0.02456587548035064,99.3006993006993,1.6655027866363525,86.88524590163934,0.4871755710669926,83.68298368298368,0.5589869618415833,83.60655737704919
41,0.06974981321642797,98.01699716713881,4.613957405090332,86.0,0.7172267337640127,74.5042492917847,0.6521538496017456,84.0
42,0.04042119299992919,99.0074441687345,3.756096839904785,82.75862068965517,0.3247133195400238,83.12655086848635,0.4580541253089905,82.75862068965517
43,0.11278543714433908,95.63492063492063,1.0569204092025757,86.11111111111111,0.10144977271556854,96.42857142857143,0.28985971212387085,86.11111111111111
