subjects,train_losses_last,train_accs_last,valid_losses_last,valid_accs_last,train_losses_best,train_accs_best,valid_losses_best,valid_accs_best
2,0.02797526103677228,100.0,2.3621225357055664,87.2340425531915,0.5434889445702235,84.70948012232415,0.5254898071289062,82.97872340425532
3,0.09668808337301016,92.85714285714286,0.17370350658893585,97.22222222222221,0.07523257099092007,92.46031746031747,0.13474257290363312,94.44444444444444
4,0.0639370072633028,97.35973597359737,0.3961177170276642,97.67441860465115,0.24364412426948548,88.44884488448845,0.1781003773212433,95.34883720930233
5,0.07956422418355942,94.05940594059405,1.9487276077270508,86.04651162790698,0.7051900029182434,68.97689768976898,0.6255233883857727,79.06976744186046
6,0.034787894149000444,98.94179894179894,1.2303322553634644,88.88888888888889,0.36897563685973483,88.35978835978835,0.24185436964035034,87.03703703703704
7,0.06205933727324009,95.63492063492063,1.140562891960144,86.11111111111111,0.5117650479078293,77.77777777777779,0.6678655743598938,77.77777777777779
8,0.04638444158481434,94.38943894389439,4.8447041511535645,76.74418604651163,0.7713321685791016,65.67656765676567,0.7546217441558838,74.4186046511628
9,0.041006012819707394,98.4126984126984,0.8910843729972839,96.29629629629629,0.3303568388024966,87.56613756613757,0.16775977611541748,96.29629629629629
10,0.0450584931531921,97.79735682819384,4.121997833251953,90.625,0.5457403436303139,71.80616740088107,0.5401217341423035,90.625
11,0.03704568611574359,98.55595667870037,1.5531156063079834,85.0,0.24572060108184815,86.28158844765343,0.3198334574699402,87.5
12,0.018339098260515708,99.23664122137404,1.2212316393852234,88.92952127659575,0.35168606313792145,83.3587786259542,0.24199288710951805,87.64960106382978
13,0.07159466886272033,98.67724867724867,0.6514858603477478,92.5925925925926,0.17648554841677347,92.32804232804233,0.21846573054790497,90.74074074074075
14,0.029630885039555972,98.51116625310173,2.309081554412842,84.48275862068965,0.5652717564787183,79.4044665012407,0.4747653305530548,84.48275862068965
15,0.057345558889210224,95.63492063492063,2.212714433670044,88.88888888888889,0.398822084069252,78.96825396825396,0.2971538007259369,86.11111111111111
16,0.11625953018665314,92.7797833935018,1.5937297344207764,80.0,0.6246769011020661,69.67509025270758,0.45264023542404175,77.5
17,0.03195803984999657,99.3006993006993,1.1301971673965454,90.1639344262295,0.4716774991580418,75.05827505827506,0.3451750874519348,85.24590163934425
18,0.030468706041574478,97.6897689768977,1.2486411333084106,88.37209302325581,0.2735304981470108,87.45874587458746,0.2562045753002167,88.37209302325581
19,0.01580363742929573,99.20634920634922,1.6147351264953613,92.5925925925926,0.35993585487206775,82.8042328042328,0.3512442409992218,81.48148148148148
20,0.06179804541170597,98.01980198019803,1.1805760860443115,93.02325581395348,0.4807710587978363,78.87788778877888,0.6279686093330383,83.72093023255815
21,0.06769881956279278,98.4126984126984,0.8034045696258545,88.88888888888889,0.4857568070292473,80.15873015873017,0.4169222414493561,86.11111111111111
22,0.07618597627636821,98.01699716713881,1.0494930744171143,90.0,0.31565451870361966,84.13597733711048,0.34590697288513184,90.0
23,0.4665674219528834,57.50708215297451,0.7468950152397156,88.0,0.5795033772786459,57.22379603399433,0.4555318355560303,84.0
24,0.052728615677915515,94.94584837545126,1.0845553874969482,85.0,0.35274589657783506,76.53429602888086,0.3372497260570526,82.5
25,0.04181879408757335,98.75930521091811,1.4664665460586548,86.20689655172413,0.4123499414750508,84.36724565756823,0.5294575691223145,77.58620689655173
26,0.08527182787656784,99.20634920634922,0.41953879594802856,91.66666666666666,0.447273425757885,80.55555555555556,0.30863648653030396,88.88888888888889
28,0.030586615903303027,97.28601252609603,0.8337833881378174,86.35110294117646,0.3586440458893776,86.84759916492693,0.21273203659802675,86.35110294117646
29,0.19249198585748672,80.39702233250621,4.1709184646606445,70.6896551724138,0.5815576655524117,72.7047146401985,0.6715010404586792,77.58620689655173
30,0.08166754711419344,99.11894273127754,4.167791366577148,90.625,0.5931570455431938,84.58149779735683,0.8470699787139893,81.25
31,0.153282018750906,89.36507936507937,2.7572717666625977,78.83680555555556,0.6848042190074921,65.23809523809524,0.5094669908285141,81.51041666666667
32,0.11316921561956406,88.88888888888889,0.9787071943283081,86.11111111111111,0.21377509459853172,87.6984126984127,0.33822786808013916,86.11111111111111
33,0.2168623755375544,74.86772486772487,1.235813021659851,88.88888888888889,0.5560882290204366,62.16931216931217,0.4913090169429779,85.18518518518519
34,0.05978650382409493,100.0,0.6338682174682617,91.48936170212765,0.33643623689810437,85.93272171253822,0.4474847614765167,76.59574468085107
35,0.04795749654824084,99.26578560939795,2.0086101591587067,85.75225515463917,0.47446285594593396,82.52569750367107,0.4915076941251755,81.59632731958763
36,0.052100723050534724,97.11191335740072,2.311948776245117,87.5,0.5159432888031006,82.31046931407943,0.5560268759727478,80.0
37,0.06430041075509507,95.71865443425077,1.9740757942199707,82.97872340425532,0.683168351650238,81.03975535168195,0.6319622993469238,74.46808510638297
